study,version,passage_num,passage_file,passage_text,questions,question_1,question_2,question_3
study_1,C,13,p13C.txt,"Delilah and Joseph were in the process of moving from Chicago to London. The biggest remaining task was to pack their apartment. The many smaller items had already been packed. All that remained were a couple of the bigger items. They grabbed the wooden table in the dining room and began to dissemble it together. Joseph searched the remaining empty boxes for one that was big enough. Glancing at the clock, Delilah realized that their friends would be coming over to help them in twenty minutes. She looked over at the boxes that Joseph was sorting through. Panicking, she realized that none were big. Joseph grabbed the car keys and headed to the parking lot. He was going to buy a large box at the shipping store across town. He jumped in their car and raced across town. After two miles, he passed a post office. That reminded him of another task on their list. He ran inside and grabbed a change-of-address form to fill out later. A few miles later, he drove by the bank. He remembered that he needed to get money to pay the movers. He drove through the ATM and withdrew the maximum amount. Minutes later, he pulled back onto the road and sped to the shipping store. Joseph screeched to a halt in the parking lot. He grabbed their largest packing box, threw his cash at the clerk, and jumped back into the car. Joseph was about to head back to help Delilah pack the pieces of the wooden furniture when his phone rang. It was Delilah calling to let him know that the ""reinforcements"" had arrived.","['What piece of wooden furniture were Joseph and Delilah trying to pack?', 'Where did Joseph first look for a suitable box?', ""How long was Joseph's search for a box that would suit their purposes?""]",The wooden table.,He went to WalMart.,It was a few minutes.
study_1,C,14,p14C.txt,"Jenna sat on the blue couch with a sigh. She was here for the weekend doing a job for Mr. and Mrs. Narayan. Jenna hoped to earn enough for her senior ski trip. All she needed to do was to care for their pets while they were away for the weekend. Jenna's first task was to pick up the Narayan's friendly dog from his vet appointment. She walked outside as small raindrops started to fall. Jenna didn't want to get too wet. She closed her umbrella and hopped into her Toyota. She would drive to the veterinary clinic, which was all the way across town. She headed off. Five minutes and one mile later, Jenna sped past the bakery. She wished she could stop. Usually, when running errands, she would take a few moments to treat herself. Another five minutes and another mile later, she flew past a pet store that was having a huge sale. Unfortunately, Jenna didn't have time to look inside and purchase treats for the Narayan's animals. Instead, she continued her trip to the vet. Jenna covered the last few miles in ten short minutes. She screeched into the parking lot of the veterinary clinic and ran inside. She was happy to find there was no line. Jenna hurriedly signed the necessary papers while the receptionist walked into the back of the clinic. Jenna smiled as she saw the friendly animal come galloping into the room. Jenna took the leash from the receptionist and walked outside.","['Which friendly animal did Jenna pick up from the vet?', 'How did Jenna get to the veterinary clinic?', 'How long did the errand take Jenna?']",A chihuahua named Frankie.,She drove.,About twenty minutes.
study_1,C,15,p15C.txt,"Jessie was excited to hear the results after her husband's participation in yesterday's competition. She knew that her husband grew the sweetest apples anywhere. The judges had already sampled them at the state fair yesterday and would meet with everyone today to share the results. Jessie entered the competition area. She needed to locate her husband at the judge's table before the judges arrived. Jessie took out her cell phone and called her husband. She hoped he could give her clear directions to his location. After a brief and tense conversation, she realized that she was on the wrong side of the vast fair! Jessie sprinted back to the parking lot. Five minutes later, she was speeding through the outskirts of the fair. She passed a lemonade stand and paused for two minutes to buy a cool drink. She gulped it down as she drove off. Jessie arrived at the correct side of the fairgrounds ten minutes later. She frantically pushed her way through countless brown tables covered in hearty food. She paused only for a moment to use the restroom. There was no line, and she knew they'd be busy later. Breathless, she joined her husband at the judge's table just in time to see the three judges approach. Jessie was ecstatic when her husband's sweet fruit was announced as the grand prize winner. She jumped up and down in excitement as the oldest judge handed her husband a blue ribbon!","[""What type of sweet fruit did Jessie's husband enter into the competition?"", ""Did Jessie arrive at the judge's tent in a timely manner?"", ""How far away was Jessie at the start of the story from the judge's tent?""]","The judges had selected apples for their bright colors and the sweet fruit they taste, but she was also excited when her husband's sweet fruit was announced as the grand prize winner.","Yes, she arrived at the tent just in time to see her husband's prize.",Jessie was excited to hear the results after her husband's participation in yesterday's competition.
study_1,C,16,p16C.txt,"Keisha looked around the bus stop with a sigh. She couldn't believe her car had broken down again. She sat on a wooden bench and pulled out her glossy paperback. The bench cut into the backs of her legs since she wasn't tall enough for her feet to touch the ground. She settled in to wait for the 8:57 bus. Keisha was anxious for a bus to arrive. Four minutes later, it rounded the corner. Keisha grabbed her things and boarded the bus. She took a seat near the front. She gazed out the window as the bus started to speed the several miles to her work. After two minutes, the bus passed her favorite bakery. They sold delicious pastries there. A few minutes later, the bus sped past the bus stop in front of the grocery store. It didn't stop because there were no people waiting at that bus stop. Instead, it continued along its speedy journey. One mile later, the bus gave a violent jolt. Fearing they'd have mechanical difficulties, Keisha was relieved when the bus shuddered back to normal. She was now only five miles from her building. The bus continued to make great time. Five minutes later, it arrived at the stop in front of her work. At that moment, she realized that she had left her glossy book on the bench at the bus stop. She crossed her fingers that her car would be fixed by that afternoon, and she would be able to drive to work.","['What glossy book did Keisha leave on the bench?', 'What issues did Keisha have getting to work?', 'Despite her lack of car, did Keisha arrive at work in a timely manner?']",The book she had been reading before she left work.,"A bus had broken down, which I could tell because the driver kept the bus idling.",No.
study_1,C,17,p17C.txt,"It was late at night when Ryan, a rookie cop, responded to the call. He was eager to start the process that could eventually lead to an arrest. Ryan scanned the scene. His eyes immediately landed on the gleaming gun lying ominously in the doorway. He reached for his kit for processing crime scenes. Just then, he remembered that he had left his kit for processing crime scenes at home. His scatterbrained ways would get him in trouble some day. Ryan's superiors hadn't arrived yet, so he sprinted to his car in less than a minute. He climbed in and turned on the flashing lights so that he could speed through the neighborhood. After five minutes, he sped past a gas station. He was low on gas, so he stopped just long enough to pump a few gallons. A mile later he flew past a 24-hour grocery store. Although he really didn't have time, he stopped to quickly buy a pack of cigarettes. He covered the two remaining miles to his house in just a few minutes. When he arrived, he raced inside, grabbed his kit, and ran back to his car. Mentally, Ryan prepared himself for the next steps he would take in processing the scene. He would start with analyzing the gleaming weapon found at the house. He would have to use the equipment to dust for fingerprints. Ryan knew that if he worked methodically, his thorough approach would produce results that would help to apprehend the guilty.","['What gleaming weapon was Ryan going to dust for fingerprints?', 'Where did Ryan end up finding his kit for processing crime scenes?', 'How long did Ryan search for his kit?']",Gun.,At home.,He knew that he would have to start with his desk and work his way down.
study_1,C,18,p18C.txt,"Sarah could hardly believe that her little sister was turning thirteen tomorrow. As usual, she had waited until the last minute to purchase her present. What would a new teenager want? Sarah recalled what was at the top of her wish list at that age: clothes. She was going to find her sister the perfect outfit. Well, maybe not an entire outfit, but Sarah would find her a pair of trendy pants. Sarah had only thirty minutes before she had to be back home for the birthday dinner. She ran to her car. She flew out of the driveway and sped into town. Five minutes later, Sarah arrived at the mall. She knew there was a chic boutique there. She pushed her way inside. Five minutes later, she hadn't seen anything her sister would like. She jumped back in her car and sped off. On the left, Sarah passed the hair salon. Remembering that she was out of shampoo, she ducked in and bought a bottle. She then continued on her journey. She flew into the parking lot of the outlet store and ran inside. She found what she was looking for immediately. It was the perfect piece of trendy clothing. Sarah knew her sister would love it. She pushed aside hangers in order to look for her sister's size. She found the correct one and walked to the register. She smiled, anticipating the pleased look on her sister's face.","['What piece of trendy clothing did Sarah buy for her sister?', 'How much time did Sarah have to shop before she needed to be back at home?', ""Where was the first place that Sarah tried to find her sister's birthday present?""]",A pair of pants.,Sarah had fifteen minutes before she needed to be back at home.,The hair salon.
study_1,C,19,p19C.txt,"The woman huddled on the floor. She watched the three men shatter the glass jewelry case with the butts of their guns. The men scooped the glitzy diamonds into black velvet bags. The woman was close to the door that the robbers had carelessly left open. Although scared, she decided to escape and to try to find help. The woman grabbed her purse and quickly slid across the floor. She launched herself through the doorway. She jumped to her feet and sprinted a mile down the street. Ten minutes later, she came to a bank. She tried to find help, but it was closed. She continued running down the road. Not finding anyone, she cut across a construction site. She jumped over stacks of lumber and pallets of shingles. A few minutes later, and out of breath, she came to a payphone. It was out of order. She had to find a way to get help! She couldn't help but think of all those other customers in the jewelry store. They were helpless unless she could contact the authorities. At that moment, she remembered the cell phone in her pocket. Feeling stupid, she retrieved it and hurriedly dialed 911. Seconds later, she urgently told the operator that a robbery was taking place. She also mentioned that thieves were grabbing the glitzy gems. The woman closed her cell phone, exhausted. She breathed a sigh of relief, thankful that she'd been able to escape and call for help.","['What kind of glitzy gems did the robbers scoop into the velvet bags?', 'How far did the woman end up traveling before she remembered the cell', 'Were the robbers still in the jewelry store when the police arrived?']","There are actually several types of diamonds, but the most common is yellow topaz.",She was on a highway.,"No, they were already gone."
study_1,C,20,p20C.txt,"The warrior sprung from his afternoon nap, ready for the battle that was a half hour away. He threw on his wool shirt, bothered not at all by its tattered condition or egregious smell. Many thoughts raced through his mind. He had fought many battles in his life, and had come close to dying several times. Today's battle was just a game, however; a competition to determine the best man in the land. He had fought many men over the years, many stronger than him. He had vanquished them all because combat is not about deploying one's strengths. Rather, it is about exploiting your opponent's weaknesses. These thoughts flowed through his mind. The warrior was hungry for a quick meal. He raced through the village in search of his favorite inn. The warrior sat down to a bit of ale and an old drumstick. This was his traditional meal before battle. He had actually come to hate drumsticks, but was far too superstitious to change his menu at this point in his life. He rapidly devoured the few morsels for the energy they provided. He finished the meal in a matter of minutes. He then continued his journey. A few minutes later, he stopped beside a peaceful brook. The warrior sank his hands into the water. He then wiped his soiled fingers on his wool clothing. Finally, he changed into his armor and prepared himself for battle.","['Which wool clothing item did the warrior wipe his soiled fingers on?', 'Where did the warrior eat his lunch?', 'How long did the warrior have to himself before the battle began?']",The black leather cloak.,In the brook.,The warrior was sitting on the bank of a river just outside of the village.
study_1,D,01,p01D.txt,"Sophia straightened her suit, took a deep breath, and entered the hotel's bar, just off the lobby. She took a seat at an empty high-top table. She ordered an amber beer, hoping to calm her nerves. The waitress set Sophia's drink on the table and moved on. Before Sophia could even take a sip, her cell phone rang. It was the client calling to confirm their meeting in the lobby of the Madison Hotel. The Madison Hotel? Sophia was sitting in the wrong hotel. The Madison was several miles away! She maintained her composure and assured the client that their meeting together would begin in two hours. Sophia hung up her phone and reviewed her papers for the next hour before she left the hotel. By this time, it was raining heavily outside. Sophia stopped at the drugstore down the block to buy an umbrella. The store was crowded and it took half an hour to complete the purchase. Stepping back onto the street, she decided to walk instead of taking a cab. This would give her time to find her focus. An hour later, Sophia finally arrived at the Madison Hotel. Despite her umbrella, she was soaking wet so she headed to the restroom to freshen up. A half hour later, Sophia walked through the lobby where she saw the client impatiently waiting. He rose from his chair and instantly launched into a list of his complaints. Sophia pasted a smile on her face and found herself wishing for the amber beverage she left back in the bar. She mentally prepared herself for what was sure to be a difficult meeting.","['What amber beverage did Sophia leave back at the bar?', 'What did Sophia do before she left the bar?', 'Where was Sophia supposed to meet the client?']",The amber drinks of my youth.,She took a walk.,The lobby of the Madison Hotel.
study_1,D,02,p02D.txt,"Everyone squeezed into the family room, anxious to begin the treasure hunt, an annual family tradition. Joshua loved the party atmosphere and could hardly wait for the day's activities. Children pushed and giggled and the adults gossiped until the booming voice of the jolly uncle could be heard over the excited crowd. ""Everyone knows how this works,"" he shouted. ""I've hidden the family trophy. We end today's search at the park next door. Remember, the first one to find it receives the cash prize and bragging rights for a year. Same rules as always! Ready, set... Go!"" Joshua's heart fluttered in excitement. The trophy was hidden somewhere in the neighborhood. Joshua wanted to be sure he wouldn't be followed. After a half hour of waiting, he was finally able to leave the house. He crept down several streets. Joshua peeked around a corner, and made his way past several houses. Twenty minutes later, he ducked around a corner when he spotted some cousins in the distance. He hid from them by crouching behind a rock. Thirty minutes later, he ran past several houses, arriving at the yard with the hollow tree. Climbing the fence, he tore his pants in his haste. Joshua walked to the other side, finally reaching the tree. Wrong one. He checked the other trees in the yard, finally coming to the last one several minutes later. Joshua peered inside and discovered the hidden treasure. He took some time to celebrate his victory. Then, Joshua grabbed the trophy and strolled to the park three blocks down. The jolly relative rang a large bell to signal the end of the treasure hunt. Once everyone had gathered in the park, he picked up the excited boy and, holding him high, pronounced Joshua the winner. The family surrounded the boy with their congratulations; the younger ones helping Joshua celebrate his new windfall. Still laughing and talking, the family sat at the picnic table for the celebratory meal.","['Which jolly relative rang the bell to signal the end of the treasure hunt?', 'Where did Joshua look for the treasure first?', 'Where did this treasure hunt take place?']",Joshua,In the yard.,"The ""treasure hunt"" took place at the park next door to Joshua's house, near the house where his father, Joshua Jackson, always went to play in the yard."
study_1,D,03,p03D.txt,"Wiping his brow with the kitchen towel, the chef paused for a moment in his preparations to survey the mess he had created. This meal had to be perfect, flawless from the appetizers to the dessert. Not wanting to waste time, he picked up the gleaming knife and continued to cut the vegetables for the salad. The timer sounded, signaling that it was time to apply the herb rub to the roast. Where did he put those spices? How could he have forgotten something like that on such an important day? He must have left them in his catering van. The chef sat down in the kitchen and rested his head on the counter in discouragement. A half hour later, he roused himself and plodded through the rented hall until he reached the exit. Slowly opening the double doors, he started to walk up San Francisco's steepest hill. He strolled past a florist and a pastry shop, but he still had a mile to go before he reached his van, which was parked at the very top. After thirty minutes of walking, the chef was becoming very tired. He looked downhill, along the tracks, but there was no trolley approaching He continued on his journey. His pace slowed. It was an hour before he finally reached his van. He grabbed the forgotten box of spices and breathed a sigh of relief. The chef could envision how everything would go. He would first combine the spices in a bowl. Then, he would slide the seasoned roast back into the oven. Finally, he would use his gleaming utensil to complete the preparations. If tonight was successful, he could look forward to an exciting career in the catering business.","['Which gleaming utensil would the chef use to complete his preparations?', 'Given how long it took to retrieve his spices, should the chef have been so frustrated?', 'Where was the chef when he realized that he had forgotten his spice kit?']",The knife.,"No, it would be very irresponsible to force this particular task on his young cook.","In his kitchen, ready to be used!"
study_1,D,05,p05D.txt,"The two girls had never been to the zoo. This trip with their father, Jared, would be the first. The girls endlessly reminded their father that they had to see the fierce lion while they were there. Jared reminded his girls of the other animals that they could see but the girls would not be distracted from their goal. They lumbered around their house as they tried to get ready to go. The girls complained long and hard about brushing their teeth. Twenty minutes later, they finally consented to this chore. After combing their hair, the family was finally ready to leave the house. They were already an hour behind schedule! They piled into the family's minivan. Traffic was heavy, and it took another hour to cover the ten miles to the zoo. When they arrived, Jared searched the parking lot. The only parking spot was far from the zoo's entrance. He grabbed his girls by their hands and they slowly made their way to the exhibit. Jumping up and down in excitement, the girls could finally see the fierce animal in the distance. After the girls had their fill of looking at that exhibit, they smiled with satisfaction. The zoo had been a success.","[""Which fierce animal did Jared's girls want to see?"", ""How long did it take for Jared and his girls to travel from the zoo's entrance to the exhibit?"", ""Where was the exhibit located in relation to the zoo's entrance?""]",The lion.,Jared and his girls arrived at the zoo at 10:00 AM.,The exhibit was located a few meters from the entrance.
study_1,D,06,p06D.txt,"The aviation mechanic buried his head in his work rag. He attempted to soak up some of the sweat streaming down his face. He had forgotten a few of his tools, including the one he needed for this repair. He kicked the plastic chair. He longed for the days when he was part of a line maintenance crew, making the simple checks and adjustments necessary before take-offs. He was up against a deadline, and he froze with fear. It took him a half hour to calm down. He exited the hangar. He trudged off toward his car in the remote parking lot, where he kept his toolbox. A half hour later, he strolled past the control tower. He paused to dissect last night's game with his friend. They talked for an hour before Sam had to get back to work. The mechanic walked past the main office to pick up his paycheck. This took a half hour because of all of the paperwork. He then made his way past the terminal, getting caught up in the mob of travelers. He continued to his car on the far side of the parking lot. The mechanic opened the trunk and rummaged through his toolbox. It took forever to locate the forgotten tool. Tired and hot, he thought about his problem controlling his temper. He felt foolish for kicking the plastic furniture earlier, when he was frustrated. Experience had told him that simple mistakes were nothing to get upset about. Problems usually resolved themselves in the end.","['What piece of plastic furniture did the mechanic kick out of frustration?', 'Where did the mechanic find his toolbox?', 'What was the first thing the mechanic did in order to find his toolbox?']",Plastic.,"He found it in the back of the shop's van, which housed all the work tools.",He opened the trunk.
study_1,D,07,p07D.txt,"Jason looked around his high school gymnasium. It was overwhelmed by the large number of booths, each representing a different career. He wanted to pursue a career in the field of education as a motivating teacher, so locating that information table was his top priority. Jason was grateful for the opportunity to learn more about a variety of jobs. His class requirement was to distribute a minimum of three resumes and participate in interviews today. Jason opened his bag to remove his resumes. He was irritated to realize that he had forgotten them at home. Unfortunately, his home was several miles away. Before leaving, however, Jason spent an hour just wandering around the gymnasium looking at the displays. Frustrated he didn't have his resumes to hand out, he exited the gym and began the long walk home. After a mile, he came to a park. He was hot, and purchased an ice cream cone. He sat on the bench and ate it slowly. Feeling tired, he stretched out and took a nap on the bench. When he awoke, he continued his trip. It took another half hour to walk past the high school with its many athletic fields. He was tired when he finally arrived at his house. He picked through the stack of newspapers on the coffee table. Thirty minutes later, he found his stack of resumes under the papers. Jason was relieved he had the necessary paperwork to start looking into the motivating career he was interested in. He stuffed the stack of resumes in his bag.","['What motivating career did Jason see himself doing in the future?', 'How long did it take for Jason to locate his resumes?', 'Where was the first place that Jason looked for his resumes?']",I am committed to helping children lead successful lives.,Jason started with the first resume he found.,He was searching for his high school's employment website.
study_1,D,08,p08D.txt,"A soft breeze swirled Tamika's skirt around her ankles. The only sound in the cemetery was the whispering leaves. Tamika wiped a tear from her cheek as she stood by her mother's grave. Her mother's favorite flowers were yellow roses. Tamika placed a bouquet of them on the grave. She paused at a bench outside the cemetery. She wasn't in a hurry to leave her hometown. She was meeting her friend for lunch in a neighboring town, but that wasn't for several hours. As usual, Tamika was overwhelmed by emotions and memories. She closed her eyes and began to meditate. When she was completely calm, she exhaled deeply and checked her watch. Two hours had gone by! She crossed the street, got in her car, and set off. At the outskirts of town, she stopped for a cup of coffee. Tamika savored her warm beverage over the next hour. When it was finished, she returned to her car and covered the remaining miles to the next town. The cafe was very busy and Tamika had to wait for a half hour before she was finally seated. Finally, she plopped down in a seat and sighed. Even though it had been a difficult visit, Tamika was happy that she had put the yellow flowers on her mother's grave. She was sure that her mother would enjoy looking down on those beautiful blooms dancing in the breeze.","[""What kind of yellow flowers did Tamika put on her mother's grave?"", 'How far away was the restaurant where Tamika met her friend for lunch?', 'How long did Tamika have to wait before she was seated at the restaurant?']",Yellow roses.,The restaurant was about 10 miles away.,It wasn't long.
study_1,D,09,p09D.txt,"Sirens sounded in the distance. The criminal knew the authorities were closing in. He used a rusty hammer to pry open the old basement window. He started to climb out of the window but saw lights, so he retreated back inside. He sprinted through the house. The criminal burst through the front door. He knew he was safe from the authorities because the entrance was completely hidden by tall hedges. He paused for a moment, wondering what he could do to evade the law. Logic dictated that he stick to the shadows and proceed at a slow and deliberate pace, to avoid being discovered. The criminal used his common sense and started crawling. It was the only option. After several agonizing hours, he came to a wooded area one mile away. The criminal slowly made his way through the trees. He crawled and crept for another hour. Finally, he came to a park another mile away. Suddenly, he heard sirens. He ducked inside a tube slide to hide. He prayed that his hiding spot wouldn't be discovered. It was too dangerous to travel now, so he settled in for a nap. Waking several hours later, the criminal left his hiding place behind. He crept through the neighborhood until he found a seemingly abandoned house. The sun was beginning to rise as he paused to catch his breath and listen. The criminal decided it was safe to break into the house. He struggled to open a side window. The criminal wished he still had the rusty tool to help him in his efforts. After he got inside, he tiptoed around. When he got to the kitchen his heart sank when he saw two officers waiting to apprehend him.","['What rusty tool did the criminal wish he still had?', ""Where was the criminal's new hiding place?"", 'Did the police apprehend the criminal in a timely manner?']",A tool to pry open a side window.,At the bottom of the kitchen sink.,No.
study_1,D,10,p10D.txt,"Following the doctor's visit, the tension in the hospital room was palpable. All the parents could hear was the echo of the doctor's diagnosis: their daughter was battling an aggressive cancer. There was so much sadness here. Of course, it could have been worse. The parents were eager to do something to cheer up their daughter. They decided to find something that would make her smile when she woke up. The father remembered the gift store that he and his wife had seen. The father decided to buy their daughter a new teddy bear. His wife asked him to go to the gift store that was several blocks away. She could see that he was emotionally drained, and thought he could use a couple of hours to regain his strength. The father plodded through the 7th floor of the hospital in a state of shock. He waited a long time for the elevator. When he finally got to the lobby, he saw his neighbors holding colorful balloons for his daughter. The father broke the devastating news to the group. It took an hour to answer all of their questions. When he finished, he exited the hospital. He slowly walked the several blocks to the gift store. When he finally arrived, he found the place packed with customers. His purchase took a half hour. As he exited the store, he tucked the teddy bear under his arm and took a deep breath. He knew they could be strong as they fought this aggressive disease as a family. Together, they would make it through this.","['Which aggressive disease was the daughter fighting?', 'Where was the gift store located?', ""What was the first thing the father did when he left his daughter's room?""]",Her daughter was battling an aggressive cancer.,The gift store is located in a different shopping district.,"He picked up his daughter's favorite toy, a stuffed animal."
study_1,D,11,p11D.txt,"The music instructor looked outside. The snow that was falling beyond her window was dense and wet. Running her fingers lovingly over the shabby piano, she sighed. She prepared for the day. She was already cold when she struggled into her coat. The music instructor traveled miles every day so she could give students lessons in their homes. Today she dreaded leaving her home. She put her cell phone in her pocket and walked outside. She grabbed the shovel by the door and cleared the driveway. She then started on her ten-mile trip through the elements. She drove carefully to the house of her first student, Anya. It took longer than usual, but at least she arrived safely. Anya's lesson was an hour long, but she was a poor student, and the time passed very slowly. When she finished, she backed out of the driveway and drove three more miles to her next lesson at Amy's house. Amy was a much better student. She made a lot of progress over the next hour with the music instructor's help. The instructor drove two more miles until she reached her final lesson at Jose's house. The hour-long lesson was very frustrating. She returned to her car and started the engine. She was exhausted from the long day. She looked forward to spending the evening in the warmth of her home, her fingers dancing over the shabby instrument she loved. She couldn't wait to ease into a familiar aria, letting her eyes drift closed so she could completely enjoy the music as she played. She hoped that someday one of her students would find the release and comfort that she did when she sat down on the bench.","['Which shabby instrument did the instructor love playing?', 'Where did the music instructor give her lessons?', 'How many students did the music instructor see today?']","The piano, the piano was the shabby instrument that the music instructor loved playing.","The music instructor worked in a private school, but she enjoyed giving lessons to students in their homes since she had no other students to work with.",She looked out the window.
study_1,D,12,p12D.txt,"Jason and Jenna smiled at each other. It was a wonderful date so far. They climbed out of the vintage sailboat. They were both hungry and eager for their lunch reservation after spending time on the water. The restaurant was several miles away at the other end of town. Their reservation was in a few hours, so Jason and Jenna took their time strolling through the picturesque streets. They both had gotten sunburned out on the water, so they stopped in the drug store to purchase some aloe. The store was crowded, and it took thirty minutes to find what they were looking for and complete the purchase. As they continued walking, they spotted a wine store. They walked into it and spent the next hour tasting different wines before settling on a bottle to purchase and bring to lunch. They held hands and slowly walked the last mile to the restaurant, arriving thirty minutes late for their reservation. As they were shown to their table, Jason asked Jenna which part of their date she liked the best so far. Jenna quickly said that she really enjoyed her time in the vintage vessel. Then, Jason and Jenna picked up the menu and they prepared to order.","['In which type of vintage vessel did Jason and Jenna start their date?', 'Where was the restaurant located?', 'How long did they wait at the restaurant before they were seated?']",The sailing yacht.,It was located in the middle of a picturesque street.,About thirty minutes.
study_1,D,13,p13D.txt,"Delilah and Joseph were in the process of moving from Chicago to London. The biggest remaining task was to pack their apartment. The many smaller items had already been packed. All that remained were a couple of the bigger items. They grabbed the wooden table in the dining room and began to dissemble it together. Joseph searched the remaining empty boxes for one that was big enough. Glancing at the clock, Delilah realized that their friends would be coming over to help them in three hours. They had plenty of time. It took half an hour for Joseph to sort through the remaining boxes. None were big enough. Joseph grabbed his keys and headed to the parking lot. After two miles of heavy traffic, he passed a post office. He parked and stood in the long line to get a change-of-address form. He filled it out, dropped it in the slot, and continued on his way. A few more miles in the heavy traffic brought him to the bank. He remembered that he needed to get money to pay the movers. He parked in the crowded lot and waited in the long line. A half hour later, the teller finally gave him his money. Back on the road, he found the traffic even heavier than before. It took an hour to travel the final two miles to the shipping store. It was very crowded, and it took forever to locate a sufficiently large packing box. There was only one cashier and it took forever to pay for the box. Joseph was about to head back to help Delilah pack the pieces of the wooden furniture when his phone rang. It was Delilah calling to let him know that the ""reinforcements"" had arrived.","['What piece of wooden furniture were Joseph and Delilah trying to pack?', 'Where did Joseph first look for a suitable box?', ""How long was Joseph's search for a box that would suit their purposes?""]",The wooden table.,"Delilah, he could have used a box in his room, but he preferred to use cardboard.",Joseph initially searched a total of ten boxes.
study_1,D,14,p14D.txt,"Jenna sat on the blue couch with a sigh. She was here for the weekend doing a job for Mr. and Mrs. Narayan. Jenna hoped to earn enough for her senior ski trip. All she needed to do was to care for their pets while they were away for the weekend. Jenna's first task was to pick up the Narayan's friendly dog from his vet appointment. She walked outside as small raindrops started to fall. Jenna didn't mind getting wet so she left her Toyota behind and opened her umbrella. She would walk to the veterinary clinic, which was all the way across town. An hour later, she walked past the bakery. Whenever Jenna ran errands, she would take a few moments to treat herself. She sat down and lingered over a cup of coffee and a pastry for the next hour. Jenna then continued her journey. She walked another mile, coming to a pet store. Inside, she looked around for an hour before purchasing treats for the Narayan's animals. After another mile of walking, Jenna finally came to the veterinary clinic. There was a long line, so she sank down into one of the chairs. She had to wait another thirty minutes until her name was called. Jenna hurriedly signed the necessary papers while the receptionist walked into the back of the clinic. Jenna smiled as she saw the friendly animal come galloping into the room. Jenna took the leash from the receptionist and walked outside.","['Which friendly animal did Jenna pick up from the vet?', 'How did Jenna get to the veterinary clinic?', 'How long did the errand take Jenna?']",A friendly golden retriever.,She was carrying a purse.,It took about an hour and fifteen minutes.
study_1,D,15,p15D.txt,"Jessie was excited to hear the results after her husband's participation in yesterday's competition. She knew that her husband grew the sweetest apples anywhere. The judges had already sampled them at the state fair yesterday and would meet with everyone today to share the results. Jessie entered the competition area. She needed to locate her husband at the judge's table before the judges arrived. Jessie took out her cell phone and called her husband. She hoped he could give her clear directions to his location. After a brief and tense conversation, she realized that she was on the wrong side of the vast fair! Jessie hung up her phone and decided to enjoy this side of the fair before she met her husband. First, she waited in line for a half hour to get lemonade. For the next hour, she wandered among the booths. When she had seen everything She wanted to see, Jessie strolled back to her car. She drove the two miles to the other side of fair, where her husband was. The traffic was a mess. Forty-five minutes later, Jessie finally arrived at her destination. She perused the countless brown tables covered in hearty food. She stopped to use the restroom and had to wait in the longest line she had ever seen. A half hour later, she finally joined her husband at the judge's table just in time to see the three judges approach. Jessie was ecstatic when her husband's sweet fruit was announced as the grand prize winner. She jumped up and down in excitement as the oldest judge handed her husband a blue ribbon!","[""What type of sweet fruit did Jessie's husband enter into the competition?"", ""Did Jessie arrive at the judge's tent in a timely manner?"", ""How far away was Jessie at the start of the story from the judge's tent?""]",Apple,She arrived to her husband's table in a timely manner.,Jessie was at the judge's tent for only a few minutes before she saw her husband's apple as the grand prize winner!
study_1,D,16,p16D.txt,"Keisha looked around the bus stop with a sigh. She couldn't believe her car had broken down again. She sat on a wooden bench and pulled out her glossy paperback. The bench cut into the backs of her legs since she wasn't tall enough for her feet to touch the ground. She settled in to wait for the 8:57 bus. She waited and waited but the bus never came. After a half hour, she realized that she had missed it. She had no other choice but to wait patiently for the 10:25 bus. It arrived almost an hour later. Tired and late for work, she took a seat near the front. The traffic was heavy, and the bus started to crawl the few miles to her work. After one mile, it stopped in front of the bakery. Several people slowly boarded. The bus continued along its slow journey. After another mile, it stopped in front of the grocery store. A large number of passengers boarded there. One mile later, the bus gave a jolt and rolled to a stop. It took an hour for a mechanic to arrive. It took another hour for him to fix the problem. Eventually, the bus shuddered back to life. The traffic was still heavy. A half hour later, the bus finally stopped in front of her work. At that moment, she realized that she had left her glossy book on the bench at the bus stop. She crossed her fingers that her car would be fixed by that afternoon, and she would be able to drive to work.","['What glossy book did Keisha leave on the bench?', 'What issues did Keisha have getting to work?', 'Despite her lack of car, did Keisha arrive at work in a timely manner?']","A book on how to change a tire, that was sitting on a wooden bench.",She had to walk to the bus stop.,"Keisha arrived at work in a timely manner, but the bus was late."
